Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Jeremy Boyer,jb9306@nittany.edu,20,33476,4857393283,F,Pahokee,Florida,v9ssce9g,655 East Branch Dr. ,CMPEN,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,82.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,69.0,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,60.0,
Juana Cronin,jc1462@nittany.edu,21,47455,1762762717,M,Patricksburg,Indiana,q9d9s6dq,7195 North Canterbury Circle ,DS,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,83.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,63.0,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,98.0,
Kane Satterfield,ks1926@nittany.edu,18,90001,7144860612,F,Los Angeles,California,sl8woypo,7529 Old Sunset Road ,CHEM,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,74.0,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,94.0,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,68.0,
Stephon Bernier,sb5646@nittany.edu,22,6469,4613199933,M,Moodus,Connecticut,2vzzya36,9599 La Sierra St. ,CSE,CMPEN362,Communication Networks,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,80.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,98.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,77.0,
Mr. Rudolph Littel,mr3116@nittany.edu,21,46301,8353967790,F,Beverly Shores,Indiana,l9hbj48g,9659 Rosewood Drive ,IST,CHEM111,Experimental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,97.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,,,,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,99.0,
Sonya Nitzsche,sn9491@nittany.edu,20,61438,3433995645,F,Good Hope,Illinois,5yi7x0eo,78 South Brewery Ave. ,ECON,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,95.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,65.0,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,100.0,
Mr. Gudrun Dickinson,mg7684@nittany.edu,18,46011,4549235346,F,Anderson,Indiana,rl2cp87v,8687 N. Sleepy Hollow Court ,CMPEN,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,94.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,,,,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,,,,
Orland Rau,or2228@nittany.edu,18,92337,8474769967,M,Fontana,California,kvn8iy42,9659 Rosewood Drive ,CMPEN,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,,,,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,64.0,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,60.0,
Mrs. Deanna Wuckert,md6611@nittany.edu,20,92267,7045832630,M,Parker Dam,California,vtosgz5l,780 East Redwood Drive ,CHEM,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,98.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,89.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,,,,
Jarred Kutch,jk4027@nittany.edu,18,81141,9682222839,F,Manassa,Colorado,s5sdwxe9,3 North Linden Ave. ,CMPSC,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,72.0,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,91.0,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,89.0,
Karine Davis,kd4323@nittany.edu,22,90660,6419649443,F,Pico Rivera,California,ky47f40i,708 York Dr. ,CSE,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,65.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,69.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,75.0,
Miss Ottilie Dooley,mo4621@nittany.edu,19,72821,6306648388,M,Altus,Arkansas,yj2pbwup,285 Dogwood Drive ,CMPEN,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,96.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,88.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,97.0,
Miss Guy Nader,mg4093@nittany.edu,21,95463,9418594243,F,Navarro,California,2ah4ktzw,9236 El Dorado St. ,CSE,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,65.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,89.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,86.0,
Nikolas Moen,nm3617@nittany.edu,18,34232,7365674093,F,Sarasota,Florida,vlzywpvf,9408 Anderson Court ,CSE,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,,,,PHYS212,Solid State Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,96.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,99.0,
Sydnie Reichert,sr9640@nittany.edu,19,62643,8539937111,M,Hartsburg,Illinois,iplj2xy6,9498 Newport Ave. ,CSE,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,73.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,86.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,93.0,
Merlin Ward,mw6081@nittany.edu,20,66860,1376656605,F,Madison,Kansas,32646od4,798 North Euclid Drive ,PHYS,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,66.0,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,92.0,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,,,,
Leatha Torp,lt8326@nittany.edu,18,33403,3904082077,F,West Palm Beach,Florida,ey2211w5,8378 West Pulaski Ave. ,CMPSC,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,88.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,76.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,80.0,
Miss Bailee Bogan,mb8575@nittany.edu,19,83548,7466111629,M,Reubens,Idaho,sh4xt2bg,119 Harvey Street ,CSE,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,,,,STAT318,Elementary Probability,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,77.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,66.0,
Stuart Cruickshank,sc6597@nittany.edu,20,83836,5647298935,M,Hope,Idaho,l1v69w0t,9599 La Sierra St. ,EE,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,88.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,63.0,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,96.0,
Ms. Alice Grady,ma8535@nittany.edu,21,94028,3444201688,F,Portola Valley,California,diy15lsc,7 Arch Court ,STAT,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,100.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,62.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,,,,
Madison Beer,mb5410@nittany.edu,18,85551,8938145607,F,Solomon,Arizona,lb72y2as,9236 El Dorado St. ,EE,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,78.0,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,82.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,72.0,
Tremayne Bode,tb1810@nittany.edu,18,51363,6692960331,M,Superior,Iowa,o7e5y5dx,120 Heritage Lane ,CMPEN,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,62.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,95.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,,,,
Jocelyn Gibson,jg7835@nittany.edu,20,81133,1089845771,F,Fort Garland,Colorado,maqpunnl,7450 West Manchester Street ,CMPEN,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,,,,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,100.0,PHYS212,Solid State Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,67.0,
Yesenia Cruickshank,yc8409@nittany.edu,18,6413,1928584788,F,Clinton,Connecticut,vq1nni34,9498 Newport Ave. ,ECON,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,90.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,69.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,86.0,
Nedra Langworth DDS,nl1189@nittany.edu,20,83336,3853738895,F,Heyburn,Idaho,5aoxsizv,63 Lake Forest Road ,CMPSC,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,74.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,,,,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,94.0,
Miles Gottlieb,mg8396@nittany.edu,20,33618,4235394475,M,Tampa,Florida,nxo2mwgf,308 Mammoth Dr. ,ECON,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,100.0,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,65.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,93.0,
Tobin Armstrong,ta4214@nittany.edu,19,46792,4088360733,M,Warren,Indiana,mklvq7ae,78 South Brewery Ave. ,CHEM,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,,,,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,96.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,83.0,
Jerome Carroll,jc9373@nittany.edu,22,61605,7747435349,F,Peoria,Illinois,shhpv8p7,7 Arch Court ,CMPSC,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,93.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,67.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,93.0,
Miss Roger Hermann,mr3131@nittany.edu,21,51440,2802999790,F,Dedham,Iowa,02urjsak,453 North Elm Dr. ,IST,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,98.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,99.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,84.0,
Mrs. Jarod Hauck,mj9296@nittany.edu,19,93551,8827206560,F,Palmdale,California,kcu3vjig,83 Corona Street ,STAT,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,80.0,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,96.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,87.0,
Lupe McClure V,lm8503@nittany.edu,21,46115,2405647274,F,Carthage,Indiana,j2sxy242,88 Harrison Street ,IST,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,74.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,92.0,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,86.0,
Ms. Tess Volkman,mt6337@nittany.edu,22,72542,4221799990,M,Hardy,Arkansas,pb0hfa5q,336 Myrtle Street ,ECON,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,87.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,84.0,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,100.0,
Marcelle Orn,mo2344@nittany.edu,18,34996,5271289567,M,Stuart,Florida,gx3wwjpy,87 Vermont St. ,PHYS,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,78.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,87.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,80.0,
Madeline Lowe,ml8317@nittany.edu,19,33635,4032650273,F,Tampa,Florida,ncjwln3k,259 Cleveland Road ,CSE,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,91.0,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,68.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,92.0,46.0
Miss Grayson Pagac,mg7641@nittany.edu,18,33129,2986945206,M,Miami,Florida,dougrd3c,9659 Rosewood Drive ,CMPEN,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,63.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,86.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,75.0,
Luisa Lynch II,ll6444@nittany.edu,20,72717,8233322701,F,Canehill,Arkansas,okou3evv,7195 North Canterbury Circle ,MATH,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,63.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,67.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,68.0,
Ms. Donavon Ferry,md1308@nittany.edu,19,19902,2486083463,F,Dover Afb,Delaware,c1tkc0cu,83 Corona Street ,PHYS,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,83.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,74.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,89.0,45.0
Jalen Dietrich DDS,jd5592@nittany.edu,21,52802,3869844762,M,Davenport,Iowa,ctrbgry4,83 Corona Street ,PHYS,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,72.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,79.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,79.0,
Stella Kohler,sk9053@nittany.edu,18,46407,2216443811,F,Gary,Indiana,o1kwtc35,78 South Brewery Ave. ,DS,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,62.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,91.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,84.0,
Mrs. Trisha Flatley,mt1262@nittany.edu,20,92549,5935197400,M,Idyllwild,California,9pp8rq5t,308 Mammoth Dr. ,CMPEN,CHEM110,Environmental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,62.0,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,74.0,EE320,Network Security and Cryptography,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,94.0,
Mireya McKenzie,mm6682@nittany.edu,20,50648,5063775369,F,Jesup,Iowa,scejc8la,7130 Longfellow Dr. ,STAT,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,65.0,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,67.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,70.0,
Nestor Willms,nw3340@nittany.edu,18,95556,5659925408,M,Orleans,California,x6dvvxsz,7764 Union Avenue ,PHYS,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,,,,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,91.0,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,63.0,
Trevor Douglas,td2308@nittany.edu,18,72950,3171240274,F,Parks,Arkansas,7t094e9g,8401 Green Rd. ,CMPEN,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,89.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,91.0,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,89.0,
Jaydon Wolff III,jw3297@nittany.edu,18,92618,5324068953,F,Irvine,California,cn3jhka6,655 East Branch Dr. ,DS,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,,,,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,66.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,73.0,
Stuart Paucek,sp1402@nittany.edu,18,72438,5244913075,M,Leachville,Arkansas,m5cocubj,26 Johnson St. ,PHYS,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,86.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,76.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,71.0,42.0
Maeve Lindgren,ml5796@nittany.edu,21,62501,5927126915,F,Argenta,Illinois,ui580f4n,63 Lake Forest Road ,CHEM,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,86.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,85.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,99.0,
Keshaun Cremin,kc1302@nittany.edu,22,96708,8718744936,F,Haiku,Hawaii,v0fgasd7,78 South Brewery Ave. ,PHYS,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,71.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,100.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,88.0,
Lorenz D'Amore,ld9084@nittany.edu,18,19733,2913497921,M,Saint Georges,Delaware,ftqmprpx,361 E. Sierra Street ,CMPEN,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,76.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,68.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,,,,
Ottis Carter,oc9232@nittany.edu,18,31316,1837000043,M,Ludowici,Georgia,xcjcr4fc,308 Mammoth Dr. ,CHEM,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,79.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,67.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,82.0,
Mr. Abdullah Nienow,ma9716@nittany.edu,22,86403,4891686083,M,Lake Havasu City,Arizona,9850zhhi,26 Johnson St. ,CMPEN,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,,,,CMPSC431W,DBMS,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,85.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,88.0,
